PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18
Par,Mercer County Park,Shorts Layout,2021-06-13 13:35,55,,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
Slava,Mercer County Park,Shorts Layout,2021-06-13 13:35,67,12,4,5,3,4,3,4,3,4,3,6,3,3,3,3,4,4,3,5
Sergio,Mercer County Park,Shorts Layout,2021-06-13 13:35,99,44,9,6,6,4,5,7,7,4,5,6,4,5,5,5,4,4,6,7
