PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18
Par,Wolf Hill,Normal Course,2021-05-23 15:13,55,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
Dima,Wolf Hill,Normal Course,2021-05-23 15:13,54,-1,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3
Timur ,Wolf Hill,Normal Course,2021-05-23 15:13,53,-2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3
