PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18
Par,Heavenly Farms,Main,2021-05-06 19:06,28,,4,3,3,3,3,3,3,3,3,,,,,,,,
Dima,Heavenly Farms,Main,2021-05-06 19:06,26,-2,3,2,3,3,3,3,3,3,3,,,,,,,,
PVS001,Heavenly Farms,Main,2021-05-06 19:06,27,-1,3,3,3,3,3,3,3,3,3,,,,,,,,
Auri,Heavenly Farms,Main,2021-05-06 19:06,35,7,5,4,3,3,5,4,3,4,4,,,,,,,,
